Sr_No,Tweets,Sentiment Polarity,Subjectivity,Date,Retweet Count
646,@shinils: #Infosys gets a month to fix #GSTN glitches\nhttps://t.co/Tss0qBxAIS\n#GST #GSTNfailed #India #TaxReform #Business #Tech #News,0,0,2017-10-18,1
647,@MOHITJAIN16: @narendramodi 3B is an extra return which we r filling because GovtBureaucrats and Infosys were not ready then why should\xc3\xa2\xe2\x82\xac\xc2\xa6,-0.05,0.3,2017-10-18,5
648,@ATPWorldTour: .@RafaelNadal is the only Top 100 player who does this... @Infosys #ATP Beyond The Numbers explains: https://t.co/bR3gTl0\xc3\xa2\xe2\x82\xac\xc2\xa6,0.25,0.75,2017-10-18,73
649,At #Money2020 @CiscoFSI @ACI_Worldwide @DBSBank and @Infosys discuss where #FinTech will take us in 3-5 yrs.\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/Xj2s1n7pV0,0,0,2017-10-18,0
650,@narendramodi Dear sir our criticism is not for GST it is for GST software development and implementation @askGSTech @Infosys @GST_Council,0,0,2017-10-18,0
651,@AxatP @narendramodi_in @askGST_GoI @GSTN_IT @Infosys \nFurnish can be used when you are appearing before quasi judicial authority.,0,0,2017-10-18,0
652,@ATPWorldTour @Infosys @RafaelNadal N.  nno   me.        N.  But.    Mt.  N.    I'm Nnnnn n,0,0,2017-10-18,0
653,@ATPWorldTour @RafaelNadal @Infosys His ritual before a serve??,0,0,2017-10-18,0
654,@1964GANDHI @narendramodi_in @askGST_GoI Sir Actually @GSTN_IT goes behind word \xc3\xa2\xe2\x82\xac\xc5\x93Furnish\xc3\xa2\xe2\x82\xac\xef\x86\x9d because @Infosys is not Law Firm.,-0.2,0.4,2017-10-18,0
655,@InfosysCareers: We're at @IUBloomington today looking for great #tech talent to #joinus. #InfosysOnCampus #jobs https://t.co/tvN5Ly3Pe\xc3\xa2\xe2\x82\xac\xc2\xa6,0.8,0.75,2017-10-18,1
656,@ATPWorldTour @RafaelNadal @Infosys Brilliant perseverance and mental strength portrayed. Love you Rafa!,0.475,0.6,2017-10-18,0
657,@SHALAKHANDI @PMOIndia @askGST_GoI   firstly @Infosys do the same thing with MCA and now with GSTN no accountability fixed by @FinMinIndia,0.116666666666667,0.219444444444444,2017-10-18,0
658,@SHALAKHANDI @PMOIndia @askGSTech it is old practice of @Infosys  firstly not to provide the proper system and aft\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/DUE1WiEHlb,-0.008333333333333,0.211111111111111,2017-10-18,0
659,@InfyTM: #Infosys #Toastmasters #Bangalore promotional video #PR #Leaders #PublicSpeaking #WhereLeadersAreMade https://t.co/WAKijEAVkq v\xc3\xa2\xe2\x82\xac\xc2\xa6,0,0,2017-10-18,1
660,@ATPWorldTour @RafaelNadal @Infosys stats are always interesting  and give good insights to character and game... r\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/r7NlhUczIr,0.266666666666667,0.5,2017-10-18,0
661,@ATPWorldTour @RafaelNadal @Infosys It is good that Nadal comes back so well from that position but it is his lack\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/EQYemIa0UR,0.35,0.3,2017-10-18,0
662,.RafaelNadal is the only Top 100 player who does this... Infosys #ATP Beyond The Numbers explains:\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/wVzB8CYt02,0.25,0.75,2017-10-18,0
663,IT Employees are not tissue papers @Infosys @TCS @Accenture @IBM @Capgemini @Wipro @Oracle @Mindtree_Ltd @itcinfotech,0,0,2017-10-19,0
664,@Infosys idk why the hell i followed you... *unfollows*,0,0,2017-10-19,0
665,HfS Blueprint recognizes Infosys as a global SI with strong execution track record in application #TestingServices\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/c5k82BL1Vz,0.216666666666667,0.366666666666667,2017-10-19,0
666,Time's opportune 4India's IT-MNCs &lt;like Infosys etc&gt; 2get de 3rdWorld MNC label erasd 4good; and get recognised as\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/BtqixQ3ZVK,0,0,2017-10-19,0
667,@dennisgada: #Sibos2017 @Infosys #AI in #Banking is showing signs of significant interest and adoption https://t.co/krrETL8kOp,0.375,0.875,2017-10-19,8
668,This year TEDxThiruvananthapuram will take place on the 22nd of October at Infosys Campus Kazhakootam. https://t.co/0XH7LlK89H,0,0,2017-10-19,0
669,Finacle: Winners of the raffle do collect your goodies at Infosys Finacle Stand J51 at #Sibos https://t.co/3dnhgfhou5,0,0,2017-10-19,0
670,@Finacle: Winners of the raffle do collect your goodies at @Infosys @Finacle Stand J51 at #Sibos https://t.co/c3dtB2g7os,0,0,2017-10-19,1
671,@Infosys: #LifeSciences &amp; #Healthcare industries remain early #AI adopters with ongoing and expanding use cases. Know more https://t.co/\xc3\xa2\xe2\x82\xac\xc2\xa6,0.3,0.4,2017-10-19,2
672,Winners of the raffle do collect your goodies at Infosys Finacle Stand J51 at #Sibos https://t.co/rSX6VEe17a,0,0,2017-10-19,0
673,Finacle: Winners of the raffle do collect your goodies at Infosys Finacle Stand J51 at #Sibos https://t.co/Z0h3nR4KgP,0,0,2017-10-19,0
674,Finacle: Winners of the raffle do collect your goodies at Infosys Finacle Stand J51 at #Sibos https://t.co/lmsHeMTesA,0,0,2017-10-19,0
675,Finacle: Winners of the raffle do collect your goodies at Infosys Finacle Stand J51 at #Sibos https://t.co/X2r841LtnG,0,0,2017-10-19,0
676,Winners of the raffle do collect your goodies at Infosys Finacle Stand J51 at #Sibos https://t.co/d3586Ug9mZ,0,0,2017-10-19,0
677,Finacle: Winners of the raffle do collect your goodies at Infosys Finacle Stand J51 at #Sibos https://t.co/hKAHNM9udi,0,0,2017-10-19,0
678,Winners of the raffle do collect your goodies at @Infosys @Finacle Stand J51 at #Sibos https://t.co/c3dtB2g7os,0,0,2017-10-19,1
679,@Finacle: Experience @Finacle\xc3\xa2\xe2\x82\xac\xe2\x84\xa2s platform agnostic #omnichannel liquidity management solution at @SIBOS| Ask for a demo at @Infosys #Sibo\xc3\xa2\xe2\x82\xac\xc2\xa6,0,0,2017-10-19,1
680,@Abhijith_KD: Winners of the raffle don't forget to collect your gifts @Infosys @Finacle Stand J51 at #Sibos https://t.co/GopxtIrdW2,0,0,2017-10-19,2
681,@Abhijith_KD: Leverage the power of #AI to elevate your #Bank productivity  efficiency and growth. Talk to us about @Infosys Nia @Purpo\xc3\xa2\xe2\x82\xac\xc2\xa6,0,0,2017-10-19,2
682,@Infosys: Know how technology can enable network of teams to make the #workplace not just productive but also purposeful https://t.co/K\xc3\xa2\xe2\x82\xac\xc2\xa6,0,0,2017-10-19,2
683,And this rag of a site @thewire_in is funded by ex Infosys founders and other \xc3\xa2\xe2\x82\xac\xcb\x9ceminent\xc3\xa2\xe2\x82\xac\xe2\x84\xa2 anti @narendramodi guys https://t.co/5fRbLywky4,-0.125,0.375,2017-10-19,0
684,At #Money2020 @CiscoFSI @ACI_Worldwide @DBSBank and @Infosys discuss where #FinTech will take us in 3-5 yrs.\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/jWoyp2oAiM,0,0,2017-10-19,0
685,$2.78 Billion in Sales Expected for Infosys Limited $INFY This Quarter https://t.co/sbU6opMxwm,-0.085714285714286,0.271428571428571,2017-10-19,0
686,$2.78 Billion in Sales Expected for Infosys Limited $INFY This Quarter https://t.co/T4Uww6L7hx,-0.085714285714286,0.271428571428571,2017-10-19,0
687,@CUBSucc: Check out the #CUBSresearch opportunities currently available #jobs #FoodBusiness #Infosys #Sustainability\n https://t.co/GDW1C\xc3\xa2\xe2\x82\xac\xc2\xa6,0.4,0.4,2017-10-19,3
688,@anil_sarin: Vishal Sikka leaves. Sad day fr Infosys &amp; shame on old idiots who think they were &amp; can run it better. U didn't u can't Sh\xc3\xa2\xe2\x82\xac\xc2\xa6,-0.175,0.625,2017-10-19,2
689,Infosys Limited $INFY Given Consensus Rating of \xc3\xa2\xe2\x82\xac\xc5\x93Hold\xc3\xa2\xe2\x82\xac\xef\x86\x9d by Analysts https://t.co/cJqjtEJzKm #acn,-0.071428571428572,0.142857142857143,2017-10-19,0
690,Infosys Limited $INFY Given Consensus Rating of \xc3\xa2\xe2\x82\xac\xc5\x93Hold\xc3\xa2\xe2\x82\xac\xef\x86\x9d by Analysts https://t.co/hQeZTJKyjP,-0.071428571428572,0.142857142857143,2017-10-19,0
691,Infosys Limited $INFY Given Consensus Rating of \xc3\xa2\xe2\x82\xac\xc5\x93Hold\xc3\xa2\xe2\x82\xac\xef\x86\x9d by Analysts https://t.co/sg5de6MKgq,-0.071428571428572,0.142857142857143,2017-10-19,0
692,Abhijith_KD: Winners of the raffle don't forget to collect your gifts Infosys Finacle Stand J51 at #Sibos https://t.co/eR9zzhTfPz,0,0,2017-10-19,0
693,Finacle: Abhijith_KD: Winners of the raffle don't forget to collect your gifts Infosys Finacle Stand J51 at #Si\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/GopxtIrdW2,0,0,2017-10-19,0
694,Leverage the power of #AI to elevate your #Bank productivity  efficiency and growth. Talk to us about @Infosys Nia\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/Xjw3QiTIs1,0,0,2017-10-19,2
695,Finacle: Abhijith_KD: Winners of the raffle don't forget to collect your gifts Infosys Finacle Stand J51 at #Si\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/lqdME5lz2e,0,0,2017-10-19,0
696,Abhijith_KD: Winners of the raffle don't forget to collect your gifts Infosys Finacle Stand J51 at #Sibos https://t.co/yalJMeXrnP,0,0,2017-10-19,0
697,Finacle: Abhijith_KD: Winners of the raffle don't forget to collect your gifts Infosys Finacle Stand J51 at #Si\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/09qLEgGMkr,0,0,2017-10-19,0
698,Finacle: Abhijith_KD: Winners of the raffle don't forget to collect your gifts Infosys Finacle Stand J51 at #Si\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/kuzJfAZiS1,0,0,2017-10-19,0
699,Finacle: Abhijith_KD: Winners of the raffle don't forget to collect your gifts Infosys Finacle Stand J51 at #Si\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/bnrsDg8pMl,0,0,2017-10-19,0
700,Winners of the raffle don't forget to collect your gifts @Infosys @Finacle Stand J51 at #Sibos https://t.co/GopxtIrdW2,0,0,2017-10-19,2
701,@Infosys Like energy companies travel companies should contribute to a central pool and give passenger wider choice of travel options.,0,0.25,2017-10-19,0
702,"@Mr_ascetic: ""WE SHALL SEEK A new CEO now"" ~Infosys.",0.136363636363636,0.454545454545455,2017-10-19,15
703,$2.78 Billion in Sales Expected for Infosys Limited (INFY This Quarter https://t.co/PPU7JI8ji5,-0.085714285714286,0.271428571428571,2017-10-19,0
704,Infosys Limited Gets Average Rating of Hold from Analysts $INFY https://t.co/3DtWywNhUF,-0.110714285714286,0.271428571428571,2017-10-19,0
705,#Infosys is one of the top companies moving beyond compliance to create long-term impact through #CSR projects https://t.co/EkeqBKzLTy,0.5,0.5,2017-10-19,0
706,@Navin_Rammohan: Meet @Infosys experts at Sibos stand J51 https://t.co/AnW8CUszjI,0,0,2017-10-19,3
707,@realitycheckind Yep see the Infosys and IIIT Dharwad case. Curriculum/agenda/culture  dictated by corporates with\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/3PLTtiWgyK,0,0,2017-10-19,0
708,@TMG4U: Emerging customer benefits of #ami and #smartgrid addressed by @SMUD @SWGA @RedClayES @infosys https://t.co/E7fr5072wl,0,0,2017-10-19,1
709,@Infosys: Infosys is one of the top companies moving beyond compliance to create long-term impact through #CSR projects https://t.co/WLw\xc3\xa2\xe2\x82\xac\xc2\xa6,0.5,0.5,2017-10-19,6
710,NIFTY MOVERS: Bharti Airtel Infosys. M&amp;M SBI !!! https://t.co/jd4ORFdqlP,0,0,2017-10-19,0
711,@sing_journal: @xtahzy @brumbyOz @Wipro @WiproCareers our hero @TVMohandasPai successfully blocked m-people at infosys but these HR peop\xc3\xa2\xe2\x82\xac\xc2\xa6,0.75,0.95,2017-10-19,1
712,Sustainable Growth Advisers LP Has Boosted By $41.01 Million Its Infosys LTD $INFY Position ...,0,0,2017-10-19,0
713,NIFTY movers: Reliance Bharti Airtel Infosys Yes Bank and L&amp;T,0,0,2017-10-19,0
714,Infosys Hyderabad wishes a very Happy Diwali to the entire Vaani family!! #happydiwali #signlanguage #bestwishes https://t.co/CwUnMRl53z,0.5,0.8125,2017-10-19,0
715,@ca_rewri: @askGSTech #GSTNFAILED started its operation since Nov 2016  till after passing one year @Infosys can not provide the system\xc3\xa2\xe2\x82\xac\xc2\xa6,0,0,2017-10-19,2
716,At #Money2020 @CiscoFSI @ACI_Worldwide @DBSBank and @Infosys discuss where #FinTech will take us in 3-5 yrs.\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/i1HGs67tak,0,0,2017-10-19,0
717,@xtahzy @brumbyOz @Wipro @WiproCareers our hero @TVMohandasPai successfully blocked m-people at infosys but these H\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/GLGWJ6ppY4,0.75,0.95,2017-10-19,1
718,Another busy day for Trade Commissioner Arbinder Pal at #Sibos2017\n@Paytm site visit\n@Infosys &amp; other #Indian deleg\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/d0GUziKusn,-0.0125,0.3375,2017-10-19,0
719,Infosys is one of the top companies moving beyond compliance to create long-term impact through #CSR projects\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/RVyNfF0ZPh,0.5,0.5,2017-10-19,6
