Sr_no,Oracle soluions coupled wih nex-gen ech fech s z resuls.,Senimen(polariy=0.0 sueciviy=0.0),2017-09-30,20,,,,,
501, airvisara: Round 2:\nA5) Auckland - Doha (Qaar Airways)\n\nA6) 2 hours &amp; 50 min\n\nA7) aa Aviaion Services\n\nA8) Leopard Moh\n\n#MaserOf\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=-0.2 sueciviy=0.4),2017-10-15,18,,,,,
502, jiminupdaes: Lef or righ ? hps://.co/ikSj3PjQL,Senimen(polariy=0.14285714285714285 sueciviy=0.26785714285714285),2017-10-15,288,,,,,
503,GwedeManashe1 ANC will never change over nigh aa....i mus loose powder hen come an alk au change ke?,Senimen(polariy=-0.07692307692307693 sueciviy=0.2692307692307692),2017-10-15,0,,,,,
504,aaSky Aiel_Presence DishV_India SunV aaSky really don care au old consumers and i am a aa sky cusomer since 2008,Senimen(polariy=0.15000000000000002 sueciviy=0.2),2017-10-15,0,,,,,
505, vanaekim: he\xc3\xa2\xe2\x82\xac\xe2\x84\xa2s so ehereal and sensual my god hps://.co/fla6yG14Ho,Senimen(polariy=0.0 sueciviy=0.0),2017-10-15,277,,,,,
506, jiminupdaes: So does his mean well ge o see S reacions o heir own conce ? SIGN ME UP. hps://.co/8DcYKwA1j4,Senimen(polariy=0.14375 sueciviy=0.84375),2017-10-15,403,,,,,
507,"So wha do you do in your free ime?"" Well I def do NO plan my speech for my sisers wedding I\ll ell you ha much... (lying)",Senimen(polariy=0.30000000000000004 sueciviy=0.5),2017-10-15,0,,,,,
508, heHalesNyx: ?  PLS ? USA/CAN GO ?\n?Chimmy &amp; aa Suis for GUCCHIM1 &amp; GUCAE1 \n?$7 USD each\n?closing 11/7\n?deails &amp; order form: h\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=0.0 sueciviy=0.0),2017-10-15,3,,,,,
509,Chas helps aa Capial increase lead generaion  600% hps://.co/9XJ5oP6hQa #chas #AI,Senimen(polariy=0.0 sueciviy=0.0),2017-10-15,0,,,,,
510,Chas helps aa Capial increase lead generaion  600% hps://.co/nn93SMViwk #chas #AI,Senimen(polariy=0.0 sueciviy=0.0),2017-10-15,0,,,,,
511,aa Yodha aur UPYoddha is he perfec mach :) hey world incredie power o ake any opponen! #HumHaiYodha\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/2U0Re3raON,Senimen(polariy=0.8333333333333334 sueciviy=0.9666666666666667),2017-10-15,0,,,,,
512,aa Clu,Senimen(polariy=0.0 sueciviy=0.0),2017-10-15,0,,,,,
513,aa me noar inks,Senimen(polariy=0.0 sueciviy=0.0),2017-10-15,0,,,,,
514,ig call: Why aa eleservices\xc3\xa2\xe2\x82\xac\xe2\x84\xa2 merger wih ai Aiel could reshape India\xc3\xa2\xe2\x82\xac\xe2\x84\xa2s cellular landscape hps://.co/X5UkHJmHfw,Senimen(polariy=0.0 sueciviy=0.1),2017-10-15,0,,,,,
515, iAishek_J: Going  he numr of calls hey have made aa Sky and Dish V will soon declare me a criminal for no oping HD pack w\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=-0.4 sueciviy=0.55),2017-10-15,113,,,,,
516, Swise: #IdolsSA ndiyagodola aa I hope ? you did see a rendiion of your song ing sung  #Mhokozisi ?????Mzansimagic,Senimen(polariy=0.0 sueciviy=0.0),2017-10-15,1,,,,,
517,IdolsSA ndiyagodola aa I hope ? you did see a rendiion of your song ing sung  #Mhokozisi ?????Mzansimagic,Senimen(polariy=0.0 sueciviy=0.0),2017-10-15,1,,,,,
518,my V. My man. My aa. My aeae. My love. My gucci y.\nS_w \ngucci ge him o model yall already ???? hps://.co/pokmAVdx,Senimen(polariy=0.5 sueciviy=0.6),2017-10-15,0,,,,,
519, WANNN CRY GAWD DAMMI I MISS U SO MUCH hps://.co/p7rxpd8Vzc,Senimen(polariy=0.2 sueciviy=0.2),2017-10-15,0,,,,,
520, swear my nk is crying rie now hps://.co/cNyygFHu,Senimen(polariy=-0.2 sueciviy=0.6),2017-10-15,0,,,,,
521, EU_Compeiion: .EU_Commission clears join acquisiion of aa echnologies  Warrg Pincus and aa Moors hps://.co/mNFN8rwsnl,Senimen(polariy=0.0 sueciviy=0.0),2017-10-15,4,,,,,
522,u....whr is jin? hps://.co/jvQjr9oax2,Senimen(polariy=0.0 sueciviy=0.0),2017-10-15,0,,,,,
523, hwees: he curren level of women workforce a aa Seel is 11 per cen.\nhps://.co/ISc9NQFgMu,Senimen(polariy=0.0 sueciviy=0.4),2017-10-15,12,,,,,
524, manduchn: He is a living a seriously #???? #???  hps://.co/8o1H1jYzLb,Senimen(polariy=-0.3333333333333333 sueciviy=0.6666666666666666),2017-10-15,6,,,,,
525, __arie_: I saed eahing er when I realised ha Im no ready for a relaionship is sho for Im no ready for a relaion\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=0.07500000000000001 sueciviy=0.45),2017-10-15,7,,,,,
526,aured Review: \xc3\xa2\xe2\x82\xac\xcx9cDirec Fire\xc3\xa2\xe2\x82\xac\xe2\x84\xa2  A.J. aa hps://.co/7CJkwhAE,Senimen(polariy=0.1 sueciviy=0.4),2017-10-15,0,,,,,
527, merajurr: \xc3\xa2\xe2\x82\xac\xc5\x93ake off your jacke\xc3\xa2\xe2\x82\xac\xef\x86\x9d\n\nFirs of all man\xc3\xa2\xe2\x82\xac\xe2\x84\xa2s no ho.,Senimen(polariy=0.0625 sueciviy=0.5916666666666667),2017-10-15,1323,,,,,
528, hink i ea oo much proein,Senimen(polariy=0.2 sueciviy=0.2),2017-10-15,0,,,,,
529,aaaaaaaaaaan o hps://.co/ouPij1NY2a,Senimen(polariy=0.0 sueciviy=0.0),2017-10-15,0,,,,,
530, oysrusuk: Ah ah ah ah #Alive! ? Were giving you he chance o win all 3  Alive dolls! ? ??  o ener. &amp;Cs apply: hps://\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=0.4625 sueciviy=0.4),2017-10-16,246,,,,,
531,xpoers from New unswick and across he counry nefi from fewer rade rriers hanks o #CEA.\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/cHDQpz8rzi,Senimen(polariy=0.16818181818181818 sueciviy=0.32727272727272727),2017-10-16,0,,,,,
532, LexisNexisIndia: #LNDiwaliDhamaka #Cones\nLike &amp;  his pos &amp; grahe chance o win #LNVoucher!\nCs: hps://.co/0zII4nY5\nhps:\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=1.0 sueciviy=0.4),2017-10-16,20,,,,,
533, dANeworking: Hahaha everyones freaking ou au his huge WPA2 vulneraliy. Glad I suck wih WEP,Senimen(polariy=0.3666666666666667 sueciviy=0.7666666666666666),2017-10-16,24,,,,,
534, UChooseconrac: Celeae he new #67Reg wih a chance o win a new se of wheels! #Like &amp; # o #win a #VW skaeard! &amp;Cs apply: h\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=0.5267045454545455 sueciviy=0.42727272727272725),2017-10-16,485,,,,,
535,inecraf SpiderCraf 1.2 [13] ?Farming?: hps://.co/2oM4fV7cOvia Youu,Senimen(polariy=0.0 sueciviy=0.0),2017-10-16,0,,,,,
536, added a video o a Youu playlis hps://.co/2oM4fV7cOMinecraf SpiderCraf 1.2 [13] ?Farming?,Senimen(polariy=0.0 sueciviy=0.0),2017-10-16,0,,,,,
537,errion House celeaes anoher milesone as he final crane is aken down inging i one sep closer o comple\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/ARUCXLjw4q,Senimen(polariy=-0.07777777777777779 sueciviy=0.6444444444444445),2017-10-16,1,,,,,
538,he sun has come ou in #orono for day 1 of #Sis2017 and Dave McKay of R is kicking hings off #CanadaSis\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/g7AxLcFgz,Senimen(polariy=0.0 sueciviy=0.0),2017-10-16,1,,,,,
539,rep_sevewomack nonville_PS aaCompanies hank you for your leadership &amp; suppo in preparing young people f\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/NZyx7lxe,Senimen(polariy=0.1 sueciviy=0.4),2017-10-16,0,,,,,
540,eing a Suden-Ahlee Is More han Jus Fun and Games hps://.co/E9gHNfL6 Sudyeaks Idaho_Vandals\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/zgVNCQY3,Senimen(polariy=0.4 sueciviy=0.35),2017-10-16,0,,,,,
541,oysrusuk Ah ah ah ah #Alive! ? Were giving you he chance o win all 3  Alive dolls! ? ??  o ener. \xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/D79fJQOb,Senimen(polariy=0.4625 sueciviy=0.4),2017-10-16,0,,,,,
542,yond Realiy - How Augmened and #ViualRealiy can revoluionize sakeholder experience in #Insurance\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/dVWILNv,Senimen(polariy=0.0 sueciviy=0.0),2017-10-16,0,,,,,
543, JohnHolland87: Come o he Curexe oh o alk au he innovaion going on in Canadian #finech! #Canadasis #Sis2017 Canadara\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=0.0 sueciviy=0.0),2017-10-16,1,,,,,
544, V82CHRIS: oysrusuk Ah ah ah ah #Alive! ? Win all 3  Alive dolls! ? ??  o ener. &amp;Cs apply: hps://.co/One74QXkn  hps\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=0.4625 sueciviy=0.4),2017-10-16,1,,,,,
545,oysrusuk Ah ah ah ah #Alive! ? Win all 3  Alive dolls! ? ??  o ener. &amp;Cs apply:\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/EC2JHVloI,Senimen(polariy=0.4625 sueciviy=0.4),2017-10-16,1,,,,,
546,ome o he Curexe oh o alk au he innovaion going on in Canadian #finech! #Canadasis #Sis2017\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/m7aG76MGss,Senimen(polariy=0.0 sueciviy=0.0),2017-10-16,1,,,,,
547,jusinwihafro makeousam I would ag Ivan  hes oo rendy o use his own name.,Senimen(polariy=0.6 sueciviy=0.95),2017-10-16,0,,,,,
548,Molly_x0 I\xc3\xa2\xe2\x82\xac\xe2\x84\xa2m ok wih his,Senimen(polariy=0.5 sueciviy=0.5),2017-10-16,0,,,,,
549, Canadarade: Heading o #Sis2017? Visi he Canada Lounge (level 600) o connec wih ?? #saups + explore #opps.  hps://.co\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=0.0 sueciviy=0.0),2017-10-16,5,,,,,
550,noher offer for caleallas43 ... congras!!! hps://.co/ruR5lyKf1e,Senimen(polariy=0.0 sueciviy=0.0),2017-10-16,0,,,,,
551,NP Paris has joined forces wih aa Consulancy Services in a d o ransform he ouous corporae evens lif\xc3\xa2\xe2\x82\xac\xc2\xa6hps://.co/R9cSNXHXku,Senimen(polariy=0.0 sueciviy=0.0),2017-10-16,0,,,,,
552,ih #AI reailers can now undersand cusomer needs even fore hey know i. Read more hps://.co/5seF2aN8ze\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/s1KQ2eAg,Senimen(polariy=0.5 sueciviy=0.5),2017-10-16,0,,,,,
553, heavens_lucy:  2020 #FinServs will  looking a 300million pages of #regulaions way yond wha employees can handle hps://.co/\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=0.0 sueciviy=0.0),2017-10-16,2,,,,,
554,ach our demo on #ockchain sed soluions for paymens sma conracs secure documens &amp; #radeFinance|\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/il6RRvZPdJ,Senimen(polariy=0.30714285714285716 sueciviy=0.6214285714285714),2017-10-16,2,,,,,
555,he sae of Alaska is he only sae whose leers can  yped in a sraigh row of keyard leers. #echFac hps://.co/HVgf8yYNID,Senimen(polariy=0.1 sueciviy=0.7),2017-10-16,0,,,,,
556,ha roles can individuals companies and governmens play in empowering #DigialRefugees? hps://.co/lqhja1WkMo\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/ko7PSmgoF,Senimen(polariy=0.0 sueciviy=0.0),2017-10-16,0,,,,,
557,now how PurposefulAI is ending human inelligence wih #machinelearning o drive #innovaion\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/1flgQcGGen,Senimen(polariy=0.0 sueciviy=0.1),2017-10-16,0,,,,,
558,rafficPUNE AnilShiroleP Hinjewadi \nGrea work Pune raffic police a Wipro circle hinjewadi. Saed from inf\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/RzdCw4zHj3,Senimen(polariy=0.8 sueciviy=0.75),2017-10-16,1,,,,,
559,onac Reis Informaion Sysems o learn more au our Infrasrucure Services such as secure wehosing and... hps://.co/JseUAo3NrD,Senimen(polariy=0.3 sueciviy=0.5333333333333333),2017-10-16,1,,,,,
560,onac Reis Informaion Sysems o learn more au our Infrasrucure Services:\nhps://.co/PD1zxhhZj,Senimen(polariy=0.5 sueciviy=0.5),2017-10-16,0,,,,,
561,eliance Reail o  gges hrea o Amazon Flipka .. hps://.co/GdpCaj1rmc Gov. will ing an end o small shops ArvindKejriwal,Senimen(polariy=-0.25 sueciviy=0.4),2017-10-16,0,,,,,
562,ndia gain wo places in FIFA rankings - hps://.co/Rps1Un Indian fooll eam received a os in FIFA rank\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/V10Xs0m1s,Senimen(polariy=0.0 sueciviy=0.0),2017-10-16,0,,,,,
563,ee us a ProcureCon Europe o know he laes rends and insighs from he world of #procuremen.\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/QjF1ASZ7iJ,Senimen(polariy=0.5 sueciviy=0.9),2017-10-16,2,,,,,
564, leaders can sop micromanaging a large I service force &amp; legacy sysems hanks o service desk #auomaion. hps://.co/YZGHL7LQ9,Senimen(polariy=0.20714285714285713 sueciviy=0.3142857142857143),2017-10-16,0,,,,,
565,Heres how CloudNaiveFdn can enae wider and faser adopion of he #cloud for your enerprise seamlessly hps://.co/mjOvzDx0Nk,Senimen(polariy=0.1 sueciviy=0.1),2017-10-16,0,,,,,
566, cloud-naive microservices sed #ecommerce plaform enaes you o say ahead of he compeiion &amp; cusomer needs hps://.co/FMyaIuSroH,Senimen(polariy=0.0 sueciviy=0.0),2017-10-16,0,,,,,
567,hy he Coffee Machine When You Can  A he Caf\xc3\x83\xc2\xa9 Changing he Service Conversaion Wih siness? hps://.co/jfDAGX1n,Senimen(polariy=0.0 sueciviy=0.0),2017-10-16,0,,,,,
568,hey can make a secure AADHAAR a he cos of housands of crores  ye will make fraud deecion sofware  \xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/S7i0W6HcH,Senimen(polariy=0.4 sueciviy=0.6),2017-10-16,5,,,,,
569,nks spend approx $270 a year on regulaory #compliance which is 10% of he oal operaional spend of g nks hps://.co/KyFzgp3,Senimen(polariy=0.0 sueciviy=0.425),2017-10-16,0,,,,,
570, 2020 #FinServs will  looking a 300million pages of #regulaions way yond wha employees can handle hps://.co/9QqwhiCqnR #Regech,Senimen(polariy=0.0 sueciviy=0.0),2017-10-16,2,,,,,
571, 3niesh:  2020 financial secor will  saring a 300 Mn+ pages of regulaions. Luckily #AI is simplifying #Regech\xc3\xa2\xe2\x82\xac\xc2\xa6hps://.co/N\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=0.16666666666666666 sueciviy=0.4166666666666667),2017-10-16,1,,,,,
572,y 2020 financial secor will  saring a 300 Mn+ pages of regulaions. Luckily #AI is simplifying #Regech\xc3\xa2\xe2\x82\xac\xc2\xa6hps://.co/NS8FcWuFs2,Senimen(polariy=0.16666666666666666 sueciviy=0.4166666666666667),2017-10-16,1,,,,,
573,imanshu Rana o lead India U-19 squad in Asia Cup - hps://.co/JfxD0KdwJ9 ard of Conrol for Cricke in India\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/CGmu8AgZNf,Senimen(polariy=0.0 sueciviy=0.0),2017-10-16,0,,,,,
574, ailopez: Lisen and learn wice as much as you alk.,Senimen(polariy=0.2 sueciviy=0.2),2017-10-16,1886,,,,,
575, aekkiii: #WalangPasok \n\n? namjoons hday\n? jungkooks hday\n? celeaion of S winning,Senimen(polariy=0.5 sueciviy=0.75),2017-10-16,21,,,,,
576,juniorawara emeldee_ Lol okay  do you know aa?,Senimen(polariy=0.65 sueciviy=0.6),2017-10-16,0,,,,,
577,Josie_aa used my spare,Senimen(polariy=0.0 sueciviy=0.0),2017-10-16,0,,,,,
578, jeonelysium: LOOK A HOW HAPPY HEY LOOKED ODAY ARMYS LES ALWAYS  HE REASON FOR HEIR SMILES AE IS SO PRECIOUS IM\nhps://.co\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=0.65 sueciviy=1.0),2017-10-16,403,,,,,
579,lease sponsor Phil as he akes pa in CEO Sleepou onigh o raise awareness of he homelessness proem in UK hps://.co/agEacO74ai,Senimen(polariy=0.0 sueciviy=0.0),2017-10-16,0,,,,,
580,wonhaenny hanks ??,Senimen(polariy=0.2 sueciviy=0.2),2017-10-16,0,,,,,
581, liked a Youu video hps://.co/cqlfOn4235 4300 kms Road rip Review of aa HEXA,Senimen(polariy=0.6 sueciviy=0.8),2017-10-16,0,,,,,
582, serendickpiy: congraulaions o S_w &amp; o he ARMYs who voed. all your voes maered may i  one or housands you are pa\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=0.0 sueciviy=0.0),2017-10-16,274,,,,,
583,aa_ainmen Roorwa iwe. Formicaion is a sin fore God and vana Zvipo kune vakaroorana!,Senimen(polariy=0.0 sueciviy=0.0),2017-10-16,0,,,,,
584, sanalyics: Afer #S_MWAVE_FINAL\n\nMAMA ?? voing gins\n?? 19h Oc\n?? 6:00PM KS\n\n2 days! hps://.co/U9SVoFur1,Senimen(polariy=0.0 sueciviy=0.0),2017-10-16,640,,,,,
585,DHInNa_aa yugss_ ruh hus... Shavil*,Senimen(polariy=0.0 sueciviy=0.0),2017-10-16,0,,,,,
586,aa_iso osPrins calunia,Senimen(polariy=0.0 sueciviy=0.0),2017-10-16,0,,,,,
587,NP aa ap ockchain for Even Announcemens Plaform hps://.co/CQAQW28Hki hps://.co/9AV7VGKj,Senimen(polariy=0.0 sueciviy=0.0),2017-10-16,0,,,,,
588, CNV18Live: aa Group eners due diligence w/ai Aiel as negoiaions hea up o acquire Aiels DH z.Deails a 9pm on I\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=-0.125 sueciviy=0.375),2017-10-16,3,,,,,
589, Navin_Shey1: Daa on aa Chem\nCo. pos he sale of feiliser z and shares in aa glowill  de free\nached is he valuaion\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=0.4 sueciviy=0.8),2017-10-16,14,,,,,
590,lease sponsor our General Manager for siness Services Phil Davies as he akes pa in he CEO Sleepou onigh\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/DO5VcQF5,Senimen(polariy=0.05000000000000002 sueciviy=0.5),2017-10-16,0,,,,,
591,Indiaoday VMohandasPai \n\nfore #Mass_Exodus gins I Capial Of India Needs Immediae Upgradaion.\n\n#Singur\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/GfZkVYsSz,Senimen(polariy=0.0 sueciviy=0.0),2017-10-16,0,,,,,
592,saaahlese Don\xc3\xa2\xe2\x82\xac\xe2\x84\xa2 you have o work? ?,Senimen(polariy=0.0 sueciviy=0.0),2017-10-16,0,,,,,
593,SXG00 yugss_ Sharvil sounds like rick ??,Senimen(polariy=0.0 sueciviy=0.0),2017-10-16,0,,,,,
594, _vyne: No maer how full a Nigerian is hey would never leave heir mea for you?? hps://.co/9sw5RhqB,Senimen(polariy=0.35 sueciviy=0.55),2017-10-16,350,,,,,
595, kinqjeons: S cried oday cuz hey hough heyd never had an audience of ARMYs as g as his hey wen hru a lo and now hey don\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=0.0 sueciviy=0.1),2017-10-16,2962,,,,,
596,NP aa ap ockchain for Even Announcemens Plaform: P Paris has panered wih\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/y9gGlwR2ZV,Senimen(polariy=0.0 sueciviy=0.0),2017-10-16,0,,,,,
597, aeaekarmy: UPDAE: he new song \xc3\xa2\xe2\x82\xac\xc5\x93Crysal Snow\xc3\xa2\xe2\x82\xac\xef\x86\x9d is a winer song for he fans in Japan. Says ha here\xc3\xa2\xe2\x82\xac\xe2\x84\xa2s no dou ha i will  a v\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=0.13636363636363635 sueciviy=0.45454545454545453),2017-10-16,258,,,,,
598,Josie_aa and i sill don\xc3\xa2\xe2\x82\xac\xe2\x84\xa2 know where my keys are,Senimen(polariy=0.0 sueciviy=0.0),2017-10-16,0,,,,,
599,wonhaenny im no saing a fanwar.  sorry if my commen offended you,Senimen(polariy=-0.25 sueciviy=0.55),2017-10-16,0,,,,,
600," feyi0: ""i ough you o his world so i can ake you ou of i""\n\nfirs of all God is my creaor",Senimen(polariy=0.25 sueciviy=0.3333333333333333),2017-10-16,267,,,,,
601, gansara: In case you were planning o y life insurance here is wha you should *no*  ying. I assume aa endorses his as wel\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=0.0 sueciviy=0.0),2017-10-16,48,,,,,
602, induc: why do we ry so hard for people who don ry for us,Senimen(polariy=-0.2916666666666667 sueciviy=0.5416666666666666),2017-10-16,1001,,,,,
603, ImSuperDope_: Jus cause he pas didn\xc3\xa2\xe2\x82\xac\xe2\x84\xa2 urn ou like you waned i o doesn\xc3\xa2\xe2\x82\xac\xe2\x84\xa2 mean your fuure can\xc3\xa2\xe2\x82\xac\xe2\x84\xa2  er han you\xc3\xa2\xe2\x82\xac\xe2\x84\xa2ve ever im\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=-0.015625 sueciviy=0.390625),2017-10-16,11,,,,,
604, aaAIA_Life: erms and condiions for #makingGoodhappen his Diwali cones: hps://.co/WklWqdHO \nDisclaimer: hps://.co/0YE\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=0.0 sueciviy=0.0),2017-10-16,13,,,,,
605, SSdaDuma: Why is Souh African wier like his? ???????? hps://.co/fZqxWngw,Senimen(polariy=0.0 sueciviy=0.0),2017-10-16,375,,,,,
606, gypisie: ne_kona DjShiru sksimeonug keddev Spin docor aa drop me one for he road  uno_KUg,Senimen(polariy=0.0 sueciviy=0.0),2017-10-16,2,,,,,
607,Ruh anand.  84% Gen Y in aa .Specular reenion. Work life inegraion - don wan o know when one sas and sops  #qolconference,Senimen(polariy=0.0 sueciviy=0.0),2017-10-16,0,,,,,
608,aa l - 5 s-In-Class Feaures Will Make You {Ge. Se. l} - ModernLifeimes hps://.co/FaHduxYe\n #auo #l #car,Senimen(polariy=0.0 sueciviy=0.0),2017-10-16,0,,,,,
609,aa_Crucie Mc Donalds,Senimen(polariy=0.0 sueciviy=0.0),2017-10-16,0,,,,,
610,aa Seel rules ou IPO of aa-hyssen merged siness for 2-3 years,Senimen(polariy=0.0 sueciviy=0.0),2017-10-16,0,,,,,
611,saaahlese Same hey hu ?,Senimen(polariy=0.0 sueciviy=0.125),2017-10-16,0,,,,,
612,Congras s!!! For all hose who voed!!! \nExo-Ls you did a grea jooo!! We all worked hard :)\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/XfkSAHcgWy,Senimen(polariy=0.35416666666666663 sueciviy=0.6458333333333333),2017-10-16,0,,,,,
613,Josie_aa dude i couldn\xc3\xa2\xe2\x82\xac\xe2\x84\xa2 ge up his morning my eyes wouldn\xc3\xa2\xe2\x82\xac\xe2\x84\xa2 open ?,Senimen(polariy=0.0 sueciviy=0.5),2017-10-16,0,,,,,
614, alzguza: aa fincher \nhe girl wih he dragon aoo hps://.co/xjcOJhDypb,Senimen(polariy=0.0 sueciviy=0.0),2017-10-16,1,,,,,
615,NP aa ap ockchain for Even Announcemens Plaform hps://.co/2swg8WEnWp,Senimen(polariy=0.0 sueciviy=0.0),2017-10-16,0,,,,,
616,aa Seel rules ou IPO of aa-hyssen merged siness for 2-3 years(hps://.co/ne0L4cKsmh) #mariime #commodiies #shipping,Senimen(polariy=0.0 sueciviy=0.0),2017-10-16,0,,,,,
617, feco_ace: Hard guy + ard gang  i sill requires nurses o hold you down when is ime o ake an injecion.,Senimen(polariy=-0.22361111111111115 sueciviy=0.41527777777777775),2017-10-16,1015,,,,,
618,hich is he s compac UV of he ime? We pi he new Nexon agains he ezza &amp; WR-V o find ou. \nhps://.co/sDg7AIxDse,Senimen(polariy=0.5681818181818181 sueciviy=0.37727272727272726),2017-10-16,0,,,,,
619, k4yod3: Nurses run is sill Nurses run spel ckwards hps://.co/9ZoREQjaQ9,Senimen(polariy=0.0 sueciviy=0.0),2017-10-16,1384,,,,,
620," Whennys: ""I\m going o sudy a 5.""\n""I\m going o sudy a 6.""\n""I\m going o sudy a 7.""\n""I\m going o sudy a 8.""\n""I\m going o s\xc3\xa2\xe2\x82\xac\xc2\xa6",Senimen(polariy=0.0 sueciviy=0.0),2017-10-16,368,,,,,
621,aa_Crucie McDonalds #CCQ17,Senimen(polariy=0.0 sueciviy=0.0),2017-10-16,0,,,,,
622, Llae17: We can say we won fair and square and no one can ake ha away from us! I love his family. Now go res and say healhy! xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=0.6666666666666666 sueciviy=0.6666666666666666),2017-10-16,1,,,,,
623, s_rapline: I love how hey call us gARMY and gan when heyre he only ones who acually GGED oher fandoms o voe for hem h\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=0.09375 sueciviy=0.51875),2017-10-16,12,,,,,
624, S_EVEY: I-lovelies! SRONG POWER HANK YOU ?,Senimen(polariy=0.4333333333333333 sueciviy=0.7333333333333333),2017-10-16,818,,,,,
625, KelvinOdanz: Any gurnaorial candidae who promises o pull down ha useless Saue will win he elecion. We are ha mad. Rochas i\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=-0.12013888888888888 sueciviy=0.4722222222222222),2017-10-16,432,,,,,
626, minhhuyen2908: #ARMY?_??_DNA?_?? S_w \nWe did i ARMY ??? hps://.co/5Ei9MfDau0,Senimen(polariy=0.0 sueciviy=0.0),2017-10-16,176,,,,,
627,NP aa ap ockchain for Even Announcemens Plaform hps://.co/WzLoi5qCW#coin hps://.co/19EZsy2FhM,Senimen(polariy=0.0 sueciviy=0.0),2017-10-16,0,,,,,
628," Sochar06: When someone says :""IF?%"" when u check his/her profile here is less han 1K ha he/she follows  wih more han 3\xc3\xa2\xe2\x82\xac\xc2\xa6",Senimen(polariy=0.16666666666666669 sueciviy=0.2833333333333333),2017-10-16,152,,,,,
629, damasermind: Dad - youhs are no quesioning our leaders enough in his counry \nMe - LMAOOOO dad I can even quesion you in hi\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=0.0 sueciviy=0.5),2017-10-16,3604,,,,,
630, vanaekim: \xc3\xa2\xe2\x82\xac\xc5\x93are you already ired afer doing one sage?\xc3\xa2\xe2\x82\xac\xef\x86\x9d\njimin: no i\xc3\xa2\xe2\x82\xac\xe2\x84\xa2m no ired i\xc3\xa2\xe2\x82\xac\xe2\x84\xa2s cause i slep fore i came here hps://.co/8s\xc3\xa2\xe2\x82\xac\xc2\xa6,Senimen(polariy=-0.1 sueciviy=0.7),2017-10-16,271,,,,,
631,NP aa ap ockchain for Even Announcemens Plaform: P Paris has panered\xc3\xa2\xe2\x82\xac\xc2\xa6 hps://.co/4HUyXV #vk,Senimen(polariy=0.0 sueciviy=0.0),2017-10-16,0,,,,,
632, sphkook: are we even alive jk sans hps://.co/dgCCWlkff,Senimen(polariy=0.1 sueciviy=0.4),2017-10-16,431,,,,,
