Sr No,Tweets,Retweet_Count,Sentiment_Polarity,Subjectivity
699,Finacle: Abhijith_KD: Winners of the raffle don't forget to collect your gifts Infosys Finacle Stand J51 at #Si\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/bnrsDg8pMl,0,0,0
700,Winners of the raffle don't forget to collect your gifts @Infosys @Finacle Stand J51 at #Sibos https://t.co/GopxtIrdW2,2,0,0
701,@Infosys Like energy companies travel companies should contribute to a central pool and give passenger wider choice of travel options.,0,0,0.25
702,"@Mr_ascetic: ""WE SHALL SEEK A new CEO now"" ~Infosys.",15,0.136363636363636,0.454545454545455
703,$2.78 Billion in Sales Expected for Infosys Limited (INFY This Quarter https://t.co/PPU7JI8ji5,0,-0.085714285714286,0.271428571428571
704,Infosys Limited Gets Average Rating of Hold from Analysts $INFY https://t.co/3DtWywNhUF,0,-0.110714285714286,0.271428571428571
705,#Infosys is one of the top companies moving beyond compliance to create long-term impact through #CSR projects https://t.co/EkeqBKzLTy,0,0.5,0.5
706,@Navin_Rammohan: Meet @Infosys experts at Sibos stand J51 https://t.co/AnW8CUszjI,3,0,0
707,@realitycheckind Yep see the Infosys and IIIT Dharwad case. Curriculum/agenda/culture  dictated by corporates with\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/3PLTtiWgyK,0,0,0
708,@TMG4U: Emerging customer benefits of #ami and #smartgrid addressed by @SMUD @SWGA @RedClayES @infosys https://t.co/E7fr5072wl,1,0,0
709,@Infosys: Infosys is one of the top companies moving beyond compliance to create long-term impact through #CSR projects https://t.co/WLw\xc3\xa2\xe2\x82\xac\xc2\xa6,6,0.5,0.5
710,NIFTY MOVERS: Bharti Airtel Infosys. M&amp;M SBI !!! https://t.co/jd4ORFdqlP,0,0,0
711,@sing_journal: @xtahzy @brumbyOz @Wipro @WiproCareers our hero @TVMohandasPai successfully blocked m-people at infosys but these HR peop\xc3\xa2\xe2\x82\xac\xc2\xa6,1,0.75,0.95
712,Sustainable Growth Advisers LP Has Boosted By $41.01 Million Its Infosys LTD $INFY Position ...,0,0,0
713,NIFTY movers: Reliance Bharti Airtel Infosys Yes Bank and L&amp;T,0,0,0
714,Infosys Hyderabad wishes a very Happy Diwali to the entire Vaani family!! #happydiwali #signlanguage #bestwishes https://t.co/CwUnMRl53z,0,0.5,0.8125
715,@ca_rewri: @askGSTech #GSTNFAILED started its operation since Nov 2016  till after passing one year @Infosys can not provide the system\xc3\xa2\xe2\x82\xac\xc2\xa6,2,0,0
716,At #Money2020 @CiscoFSI @ACI_Worldwide @DBSBank and @Infosys discuss where #FinTech will take us in 3-5 yrs.\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/i1HGs67tak,0,0,0
717,@xtahzy @brumbyOz @Wipro @WiproCareers our hero @TVMohandasPai successfully blocked m-people at infosys but these H\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/GLGWJ6ppY4,1,0.75,0.95
718,Another busy day for Trade Commissioner Arbinder Pal at #Sibos2017\n@Paytm site visit\n@Infosys &amp; other #Indian deleg\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/d0GUziKusn,0,-0.0125,0.3375
719,Infosys is one of the top companies moving beyond compliance to create long-term impact through #CSR projects\xc3\xa2\xe2\x82\xac\xc2\xa6 https://t.co/RVyNfF0ZPh,6,0.5,0.5
